Name,Total_Time,Artist,Album,Genre,Genre_2,Genre_3,Location
Untitled,05:57.533,Aphex Twin,Selected Ambient Works Volume II,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Selected Ambient Works Volume II/19 Untitled.m4a
Untitled,04:15.333,Aphex Twin,Selected Ambient Works Volume II,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Selected Ambient Works Volume II/20 Untitled.m4a
Untitled,07:09.493,Aphex Twin,Selected Ambient Works Volume II,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Selected Ambient Works Volume II/21 Untitled.m4a
Untitled,07:30.400,Aphex Twin,Selected Ambient Works Volume II,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Selected Ambient Works Volume II/22 Untitled.m4a
Untitled,11:27.173,Aphex Twin,Selected Ambient Works Volume II,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Selected Ambient Works Volume II/23 Untitled.m4a
Untitled,05:41.880,Aphex Twin,Selected Ambient Works Volume II,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Selected Ambient Works Volume II/24 Untitled.m4a
Untitled,03:04.133,Nokturnal Mortum,Мировоззрение,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Nokturnal Mortum/Мировоззрение/14 Untitled.m4a
Vacuum Garden,06:02.533,Squarepusher,Hello Everything,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Squarepusher/Hello Everything/05 Vacuum Garden.m4a
VLetrmx,08:27.373,Autechre,Garbage,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Autechre/Garbage/04 VLetrmx.m4a
Wait for Me,05:27.546,Vangelis,Blade Runner,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Vangelis/Blade Runner/03 Wait for Me.m4a
Yulquen,06:37,Autechre,Amber,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Autechre/Amber/09 Yulquen.m4a
Дорога славы,03:03.666,Nokturnal Mortum,Мировоззрение,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Nokturnal Mortum/Мировоззрение/13 Дорога славы.m4a
Звёздная пыль,03:03.480,Nokturnal Mortum,Мировоззрение,Ambient,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Nokturnal Mortum/Мировоззрение/03 Звёздная пыль.m4a
1523,03:37.243,Deathspell Omega,The Furnaces of Palingenesia,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/The Furnaces of Palingenesia/06 1523.m4a
...of Dream and Drama (Midnight Ride),03:58.826,Moonspell,Wolfheart,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Moonspell/Wolfheart/03 ...of Dream and Drama (Midnight Ride).m4a
...the Meditant (Dialogue with the Stars),10:14.026,Blut Aus Nord,Memoria Vetusta II: Dialogue with the Stars,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Blut Aus Nord/Memoria Vetusta II_ Dialogue with the Stars/06 ...the Meditant (Dialogue with the Stars).m4a
1999: Karmakeddon Warriors,02:38.653,Impaled Nazarene,Latex Cult,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Impaled Nazarene/Latex Cult/02 1999_ Karmakeddon Warriors.m4a
A (A Date With Trees),06:19.200,Cssaba,Toxic Cssaba,Black Metal,Industrial Metal,Industrial,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/CSSABA/Toxic Cssaba/04 A (A Date With Trees).m4a
A (In the Kingdom of Friday On Tuesday),05:27.386,Cssaba,Toxic Cssaba,Black Metal,Industrial Metal,Industrial,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/CSSABA/Toxic Cssaba/06 A (In the Kingdom of Friday On Tuesday).m4a
A Blaze In the Northern Sky,04:57.973,Darkthrone,A Blaze In the Northern Sky,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/A Blaze In the Northern Sky/05 A Blaze In the Northern Sky.m4a
A Chore for the Lost,09:15.933,Deathspell Omega,"Fas - Ite, Maledicti, In Ignem Aeternum",Black Metal,NA,NA,"///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Fas - Ite, Maledicti, In Ignem Aeternum/05 A Chore for the Lost.m4a"
A Code of Will,09:19.354,Infera Bruo,Infera Bruo,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Infera Bruo/Infera Bruo/03 A Code of Will.m4a
A Darker Place,07:01.846,Enslaved,Below the Lights,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Below the Lights/07 A Darker Place.m4a
A Death So Pure,06:03.480,Midnight Odyssey,Funerals From the Astral Sphere,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Midnight Odyssey/Funerals From the Astral Sphere/02 A Death So Pure.m4a
A Distant Flame Before the Sun,09:43.306,Summoning,Stronghold,Black Metal,Martial Industrial,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Summoning/Stronghold/09 A Distant Flame Before the Sun.m4a
A Dynasty From the Ice,04:29.466,Rotting Christ,Triarchy of the Lost Lovers,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Rotting Christ/Triarchy of the Lost Lovers/02 A Dynasty From the Ice.m4a
A la mortaille!,04:38.800,Peste Noire,Ballade cuntre lo Anemi francor,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Peste Noire/Ballade cuntre lo Anemi francor/06 A la mortaille!.m4a
A Man In Your Head,03:43.400,Samael,Passage,Black Metal,Industrial Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Samael/Passage/11 A Man In Your Head.m4a
A Midnight Poem,08:47.626,Dark Fortress,Stab Wounds,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Dark Fortress/Stab Wounds/06 A Midnight Poem.m4a
A New Empire's Birth,05:50.466,Keep of Kalessin,Kolossus,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Keep of Kalessin/Kolossus/02 A New Empire's Birth.m4a
A Path Unwritten,09:07.692,Infera Bruo,Infera Bruo,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Infera Bruo/Infera Bruo/04 A Path Unwritten.m4a
A Rider In the Lands of an Infinite Dreamscape,12:39.670,Spectral Lore,III,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Spectral Lore/III/06 A Rider In the Lands of an Infinite Dreamscape.m4a
A Satanic Salutation,03:20.626,Horned Almighty,Contaminating the Divine,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Horned Almighty/Contaminating the Divine/04 A Satanic Salutation.m4a
A Sign for the Norse Hordes to Ride,02:35.053,Immortal,Pure Holocaust,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/Pure Holocaust/02 A Sign for the Norse Hordes to Ride.m4a
A Step Into the Void,06:49.946,Way to End,Desecrated Internal Journey,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Way To End/Desecrated Internal Journey/02 A Step Into the Void.m4a
A Summoning of Ifrit and Genii,07:41,Melechesh,Djinn,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Melechesh/Djinn/03 A Summoning of Ifrit and Genii.m4a
A Sunset Song,06:48.533,Sigh,Imaginary Sonicscape,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Sigh/Imaginary Sonicscape/04 A Sunset Song.m4a
A Witness to the Passing of Aeons,07:06.933,Fen,The Malediction Fields,Black Metal,Post-Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Fen/The Malediction Fields/02 A Witness to the Passing of Aeons.m4a
Abscission,06:02.946,Deathspell Omega,Paracletus,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Paracletus/03 Abscission.m4a
Absolut Dunkel:heit,03:35.426,Red Harvest,Cold Dark Matter,Black Metal,Industrial Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Red Harvest/Cold Dark Matter/03 Absolut Dunkel_heit.m4a
Absolutist Regeneration,05:27.049,Deathspell Omega,The Furnaces of Palingenesia,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/The Furnaces of Palingenesia/10 Absolutist Regeneration.m4a
Absolve Me,07:12.520,I Shalt Become,Poison,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/I Shalt Become/Poison/10 Absolve Me.m4a
Absolved In the Sight of God,04:38.320,Horned Almighty,Necro Spirituals,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Horned Almighty/Necro Spirituals/09 Absolved In the Sight of God.m4a
Ach pane vzácný...,03:53.933,Master's Hammer,Jilemnický okultista,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Master's Hammer/Jilemnický okultista/08 Ach pane vzácný....m4a
Across the Streaming Tide,10:20.080,Summoning,Oath Bound,Black Metal,Martial Industrial,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Summoning/Oath Bound/02 Across the Streaming Tide.m4a
Across the Vacuum,07:14.240,Darkthrone,Ravishing Grimness,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Ravishing Grimness/04 Across the Vacuum.m4a
Ad Arma! Ad Arma!,04:09.817,Deathspell Omega,The Furnaces of Palingenesia,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/The Furnaces of Palingenesia/03 Ad Arma! Ad Arma!.m4a
After Centuries of Silence,06:04.333,Onirik,After Centuries of Silence,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Onirik/After Centuries of Silence/07 After Centuries of Silence.m4a
Against the Gods,08:46.666,Keep of Kalessin,Kolossus,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Keep of Kalessin/Kolossus/03 Against the Gods.m4a
Against the Moonlight,07:38.306,Midnight Odyssey,Funerals From the Astral Sphere,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Midnight Odyssey/Funerals From the Astral Sphere/03 Against the Moonlight.m4a
Alien Militant,02:46.693,Impaled Nazarene,Latex Cult,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Impaled Nazarene/Latex Cult/07 Alien Militant.m4a
Alignment Divine,07:35.992,Rebirth of Nefast,Tabernaculum,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Rebirth of Nefast/Tabernaculum/03 Alignment Divine.m4a
All Devouring Earth,10:09.555,Spectral Lore,Sentinel,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Spectral Lore/Sentinel/01 All Devouring Earth.m4a
All Discarded,05:58.093,Mörk Gryning,Mörk Gryning,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Mörk Gryning/Mörk Gryning/07 All Discarded.m4a
All Shall Fall,05:58.013,Immortal,All Shall Fall,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/All Shall Fall/01 All Shall Fall.m4a
Alle Gegen Alle,03:21.186,Darkthrone,Sardonic Wrath,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Sardonic Wrath/05 Alle Gegen Alle.m4a
Alleluia!,05:28.133,Deathspell Omega,Manifestations 2002,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Manifestations 2002/08 Alleluia!.m4a
Alltid - Aldrig,04:30.146,Lifelover,Konkurs,Black Metal,Doom Metal,Rock,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Lifelover/Konkurs/08 Alltid - Aldrig.m4a
Alma Mater,05:36.720,Moonspell,Wolfheart,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Moonspell/Wolfheart/08 Alma Mater.m4a
Alone,11:57.293,Forgotten Tomb,Love's Burial Ground,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Forgotten Tomb/Love's Burial Ground/03 Alone.m4a
Alu Misyrki,05:02.760,Enslaved,The Sleeping Gods,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/The Sleeping Gods/02 Alu Misyrki.m4a
Amor E Morte,06:44.373,Cradle of Filth,Midian,Black Metal,Gothic Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Cradle Of Filth/Midian/06 Amor E Morte.m4a
An Erotic Alchemy,08:05.253,Moonspell,Wolfheart,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Moonspell/Wolfheart/07 An Erotic Alchemy.m4a
An Old Man's Lament,06:16.960,Mörk Gryning,Pieces of Primal Expressionism,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Mörk Gryning/Pieces of Primal Expressionism/05 An Old Man's Lament.m4a
Analepsy,06:01.133,Dark Fortress,Eidolon,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Dark Fortress/Eidolon/05 Analepsy.m4a
Andromeda,08:57.680,Oranssi Pazuzu,Kosmonument,Black Metal,Psychedelic,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Oranssi Pazuzu/Kosmonument/07 Andromeda.m4a
Angel Rectums Still Bleed - The Sequel,02:42.533,Impaled Nazarene,Nihil,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Impaled Nazarene/Nihil/04 Angel Rectums Still Bleed - The Sequel.m4a
Angel's Decay,03:37.200,Samael,Passage,Black Metal,Industrial Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Samael/Passage/03 Angel's Decay.m4a
Angelburner,04:00.066,Barathrum,Legions of Perkele,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Barathrum/Legions of Perkele/03 Angelburner.m4a
Antarctica,07:12.933,Immortal,Sons of Northern Darkness,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/Sons of Northern Darkness/07 Antarctica.m4a
Antithesis of the Flesh (...and Then Arises a New Essence),09:27.986,Blut Aus Nord,Memoria Vetusta II: Dialogue with the Stars,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Blut Aus Nord/Memoria Vetusta II_ Dialogue with the Stars/08 Antithesis of the Flesh (...and Then Arises a New Essence).m4a
Antiversum,07:22.400,Dark Fortress,Eidolon,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Dark Fortress/Eidolon/09 Antiversum.m4a
Apeigos,05:31.013,Obtest,Gyvybės Medis,Black Metal,Heavy Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Obtest/Gyvybės Medis/01 Apeigos.m4a
Apokatastasis Pantôn,04:03.626,Deathspell Omega,Paracletus,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Paracletus/10 Apokatastasis Pantôn.m4a
Arcane Conjuring,06:27.666,Varathron,Untrodden Corridors of Hades,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Varathron/Untrodden Corridors of Hades/03 Arcane Conjuring.m4a
Archon,04:11.093,Rotting Christ,Triarchy of the Lost Lovers,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Rotting Christ/Triarchy of the Lost Lovers/03 Archon.m4a
Arctic Swarm,04:01.813,Immortal,All Shall Fall,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/All Shall Fall/05 Arctic Swarm.m4a
Ars Manifestia,05:16,Kvist,For Kunsten Maa Vi Evig Vike,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kvist/For Kunsten Maa Vi Evig Vike/01 Ars Manifestia.m4a
As Buried Spirits Stir,06:57.906,Fen,The Malediction Fields,Black Metal,Post-Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Fen/The Malediction Fields/04 As Buried Spirits Stir.m4a
As Dark and Ominous As Stormclouds,09:41.440,Midnight Odyssey,Firmament,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Midnight Odyssey/Firmament/05 As Dark and Ominous As Stormclouds.m4a
As Fire Swept Clean the Earth,06:35.389,Enslaved,Below the Lights,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Below the Lights/01 As Fire Swept Clean the Earth.m4a
As Flittermice As Satans Spys,05:55.360,Darkthrone,Transilvanian Hunger,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Transilvanian Hunger/07 As Flittermice As Satans Spys.m4a
As the Eternity Opens,05:30.946,Immortal,Pure Holocaust,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/Pure Holocaust/07 As the Eternity Opens.m4a
As the Wolves Gather,10:29.200,Forgotten Woods,As the Wolves Gather,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Forgotten Woods/As the Wolves Gather/02 As the Wolves Gather.m4a
Ascendant,04:31.466,Keep of Kalessin,Kolossus,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Keep of Kalessin/Kolossus/09 Ascendant.m4a
Ascension,06:45.733,Enslaved,Isa,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Isa/04 Ascension.m4a
Ashen Cold,06:16.306,Summoning,Let Mortal Heroes Sing Your Fame,Black Metal,Martial Industrial,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Summoning/Let Mortal Heroes Sing Your Fame/07 Ashen Cold.m4a
Asmodee,04:00.933,Necrophobic,Womb of Lilithu,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Necrophobic/Womb of Lilithu/08 Asmodee.m4a
Assault the Weak,03:49.973,Impaled Nazarene,Nihil,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Impaled Nazarene/Nihil/08 Assault the Weak.m4a
Astaroth,06:01.386,Necrophobic,Womb of Lilithu,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Necrophobic/Womb of Lilithu/03 Astaroth.m4a
At the Dawn of Chaos,06:57.346,Forest Silence,Philosophy of Winter,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Forest Silence/Philosophy of Winter/03 At the Dawn of Chaos.m4a
At the Door to the Tenth Sub Level of Suicide,15:02.611,Leviathan,The Tenth Sub Level of Suicide,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Leviathan/The Tenth Sub Level of Suicide/10 At the Door to the Tenth Sub Level of Suicide.m4a
At the Heart of Winter,08:00.266,Immortal,At the Heart of Winter,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/At the Heart of Winter/05 At the Heart of Winter.m4a
At the Pagan Samhain Night,08:14,Graveland,Carpathian Wolves,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Graveland/Carpathian Wolves/05 At the Pagan Samhain Night.m4a
At the Stormy Gates of Mist,02:59.920,Immortal,Battles In the North,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/Battles In The North/07 At the Stormy Gates of Mist.m4a
At the Threshold,06:44.773,Way to End,Desecrated Internal Journey,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Way To End/Desecrated Internal Journey/03 At the Threshold.m4a
Atomic Coming,04:50.760,Darkthrone,The Cult Is Alive,Black Metal,Punk Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/The Cult Is Alive/03 Atomic Coming.m4a
Axiom,05:29.613,Infernal War,A X I O M,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Infernal War/A X I O M/11 Axiom.m4a
Axis,03:36.320,Blut Aus Nord,The Work Which Transforms God,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Blut Aus Nord/The Work Which Transforms God/03 Axis.m4a
Axis of the Worlds,07:49.653,Enslaved,E,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/E/04 Axis of the Worlds.m4a
Ąžuolas,04:03.413,Obtest,Gyvybės Medis,Black Metal,Heavy Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Obtest/Gyvybės Medis/06 Ąžuolas.m4a
Ballade cuntre les anemis de la France - de François Villon,06:29.226,Peste Noire,Ballade cuntre lo Anemi francor,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Peste Noire/Ballade cuntre lo Anemi francor/03 Ballade cuntre les anemis de la France - de François Villon.m4a
Baphomet,06:24.613,Dark Fortress,Eidolon,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Dark Fortress/Eidolon/03 Baphomet.m4a
Bashing In Heads,01:10.880,Impaled Nazarene,Latex Cult,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Impaled Nazarene/Latex Cult/04 Bashing In Heads.m4a
Bastuvisan,01:18.573,Finntroll,Midnattens widunder,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Finntroll/Midnattens Widunder/05 Bastuvisan.m4a
Battalions,04:46.453,I,Between Two Worlds,Black Metal,Heavy Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/I/Between Two Worlds/04 Battalions.m4a
